recommendation_id,customer_id,product_id,recommendation_score,recommendation_type,created_date
REC01798,CUST1040,PRD269,0.95,Similar,2025-08-26
REC01799,CUST1040,PRD050,0.939,Popular,2025-08-23
REC01800,CUST0424,PRD181,0.587,Similar,2025-08-14
REC01801,CUST0424,PRD330,0.904,Similar,2025-09-07
REC01802,CUST0424,PRD114,0.814,Popular,2025-09-09
REC01803,CUST0424,PRD411,0.95,Seasonal,2025-09-07
REC01804,CUST0424,PRD277,0.894,Seasonal,2025-08-18
REC01805,CUST0315,PRD213,0.879,Category,2025-08-12
REC01806,CUST0315,PRD376,0.542,Popular,2025-08-21
REC01807,CUST0315,PRD195,0.765,Similar,2025-09-05
REC01808,CUST0315,PRD270,0.81,Category,2025-08-19
REC01809,CUST0315,PRD109,0.504,Popular,2025-09-05
REC01810,CUST1354,PRD321,0.894,Popular,2025-08-16
REC01811,CUST1354,PRD012,0.585,Similar,2025-08-24
REC01812,CUST1354,PRD273,0.786,Similar,2025-09-08
REC01813,CUST1354,PRD440,0.754,Seasonal,2025-08-24
REC01814,CUST1354,PRD133,0.981,Category,2025-09-07
REC01815,CUST1705,PRD358,0.833,Category,2025-09-07
REC01816,CUST1705,PRD282,0.844,Similar,2025-08-25
REC01817,CUST1705,PRD201,0.941,Category,2025-08-25
REC01818,CUST1170,PRD165,0.955,Similar,2025-09-01
REC01819,CUST1170,PRD047,0.61,Popular,2025-08-14
REC01820,CUST1170,PRD451,0.591,Seasonal,2025-08-23
REC01821,CUST1170,PRD455,0.703,Popular,2025-08-28
REC01822,CUST1243,PRD258,0.629,Similar,2025-08-28
REC01823,CUST1243,PRD354,0.54,Category,2025-09-05
REC01824,CUST1243,PRD377,0.67,Popular,2025-09-01
REC01825,CUST1243,PRD221,0.95,Popular,2025-08-31
REC01826,CUST1243,PRD372,0.555,Similar,2025-09-05
REC01827,CUST1382,PRD475,0.572,Popular,2025-08-27
REC01828,CUST1382,PRD391,0.584,Popular,2025-08-13
REC01829,CUST1382,PRD393,0.69,Category,2025-08-24
REC01830,CUST1382,PRD160,0.826,Category,2025-08-17
REC01831,CUST1382,PRD265,0.797,Popular,2025-08-30
REC01832,CUST0367,PRD235,0.95,Popular,2025-08-16
REC01833,CUST0367,PRD020,0.736,Category,2025-08-14
REC01834,CUST0367,PRD062,0.664,Popular,2025-08-12
REC01835,CUST0171,PRD221,0.849,Category,2025-09-08
REC01836,CUST0171,PRD287,0.881,Popular,2025-08-19
REC01837,CUST0171,PRD417,0.952,Popular,2025-08-19
REC01838,CUST0171,PRD056,0.502,Similar,2025-08-29
REC01839,CUST0478,PRD377,0.51,Popular,2025-08-14
REC01840,CUST0478,PRD012,0.776,Popular,2025-08-11
REC01841,CUST0478,PRD232,0.95,Popular,2025-08-14
REC01842,CUST0723,PRD395,0.95,Similar,2025-08-27
REC01843,CUST0723,PRD252,0.95,Similar,2025-08-19
REC01844,CUST0723,PRD053,0.885,Category,2025-08-31
REC01845,CUST0723,PRD320,0.939,Similar,2025-08-19
REC01846,CUST0616,PRD066,0.807,Popular,2025-09-09
REC01847,CUST0616,PRD060,0.739,Popular,2025-09-07
REC01848,CUST0616,PRD242,0.908,Popular,2025-08-23
REC01849,CUST0616,PRD332,0.571,Category,2025-08-21
REC01850,CUST0713,PRD291,0.866,Category,2025-09-06
REC01851,CUST0713,PRD052,0.615,Similar,2025-09-08
REC01852,CUST0713,PRD224,0.916,Popular,2025-09-08
REC01853,CUST0713,PRD139,0.98,Popular,2025-08-16
REC01854,CUST0395,PRD456,0.646,Category,2025-08-21
REC01855,CUST0395,PRD016,0.875,Popular,2025-08-19
REC01856,CUST0395,PRD244,0.925,Popular,2025-09-08
REC01857,CUST0395,PRD304,0.823,Category,2025-08-21
REC01858,CUST0395,PRD336,0.753,Similar,2025-09-06
REC01859,CUST1977,PRD083,0.877,Popular,2025-08-25
REC01860,CUST1977,PRD081,0.729,Seasonal,2025-08-13
REC01861,CUST1977,PRD032,0.54,Similar,2025-08-25
REC01862,CUST1977,PRD043,0.603,Seasonal,2025-08-18
REC01863,CUST1977,PRD031,0.955,Popular,2025-08-26
REC01864,CUST0355,PRD267,0.896,Popular,2025-08-12
REC01865,CUST0355,PRD384,0.561,Category,2025-08-25
REC01866,CUST0355,PRD198,0.95,Popular,2025-08-14
REC01867,CUST0776,PRD449,0.889,Category,2025-08-30
REC01868,CUST0776,PRD152,0.728,Category,2025-08-11
REC01869,CUST0776,PRD326,0.738,Category,2025-08-26
REC01870,CUST0776,PRD069,0.783,Popular,2025-08-12
REC01871,CUST0139,PRD154,0.962,Popular,2025-09-01
REC01872,CUST0139,PRD345,0.784,Popular,2025-09-07
REC01873,CUST0139,PRD058,0.776,Popular,2025-08-17
REC01874,CUST0139,PRD339,0.635,Category,2025-08-31
REC01875,CUST0139,PRD094,0.566,Popular,2025-08-21
REC01876,CUST0854,PRD358,0.557,Seasonal,2025-08-22
REC01877,CUST0854,PRD158,0.802,Category,2025-09-09
REC01878,CUST0854,PRD158,0.89,Similar,2025-08-22
REC01879,CUST1738,PRD204,0.854,Popular,2025-09-06
REC01880,CUST1738,PRD419,0.65,Similar,2025-09-04
REC01881,CUST1738,PRD463,0.809,Similar,2025-08-19
REC01882,CUST0074,PRD257,0.885,Similar,2025-08-11
REC01883,CUST0074,PRD253,0.95,Popular,2025-08-14
REC01884,CUST0074,PRD413,0.971,Category,2025-09-08
REC01885,CUST1547,PRD465,0.604,Similar,2025-08-22
REC01886,CUST1547,PRD481,0.944,Popular,2025-08-20
REC01887,CUST1547,PRD213,0.784,Category,2025-09-07
REC01888,CUST1547,PRD170,0.805,Category,2025-08-19
REC01889,CUST0984,PRD405,0.702,Popular,2025-08-16
REC01890,CUST0984,PRD452,0.592,Popular,2025-08-30
REC01891,CUST0984,PRD231,0.806,Popular,2025-09-07
REC01892,CUST0984,PRD101,0.761,Popular,2025-08-30
REC01893,CUST0984,PRD034,0.685,Similar,2025-08-31
REC01894,CUST0890,PRD465,0.608,Category,2025-08-27
REC01895,CUST0890,PRD015,0.536,Similar,2025-08-30
REC01896,CUST0890,PRD368,0.584,Popular,2025-08-21
REC01897,CUST0890,PRD265,0.9,Popular,2025-09-04
REC01898,CUST1766,PRD135,0.95,Similar,2025-08-19
REC01899,CUST1766,PRD308,0.984,Similar,2025-08-17
REC01900,CUST1766,PRD116,0.625,Category,2025-08-11
REC01901,CUST1766,PRD194,0.791,Popular,2025-09-07
REC01902,CUST1766,PRD467,0.667,Similar,2025-08-20
REC01903,CUST1629,PRD052,0.665,Category,2025-08-26
REC01904,CUST1629,PRD423,0.86,Category,2025-08-17
REC01905,CUST1629,PRD407,0.534,Popular,2025-09-08
REC01906,CUST1629,PRD334,0.901,Popular,2025-09-02
REC01907,CUST1227,PRD475,0.543,Seasonal,2025-08-27
REC01908,CUST1227,PRD066,0.618,Category,2025-09-07
REC01909,CUST1227,PRD048,0.95,Seasonal,2025-09-07
REC01910,CUST1227,PRD305,0.777,Popular,2025-08-26
REC01911,CUST1973,PRD296,0.968,Popular,2025-08-22
REC01912,CUST1973,PRD238,0.95,Popular,2025-09-03
REC01913,CUST1973,PRD207,0.755,Category,2025-08-11
REC01914,CUST1973,PRD048,0.824,Similar,2025-08-11
REC01915,CUST1973,PRD401,0.723,Popular,2025-08-25
REC01916,CUST0137,PRD488,0.72,Similar,2025-09-05
REC01917,CUST0137,PRD160,0.96,Category,2025-09-07
REC01918,CUST0137,PRD257,0.893,Similar,2025-08-21
REC01919,CUST1978,PRD215,0.924,Category,2025-08-22
REC01920,CUST1978,PRD353,0.735,Popular,2025-08-13
REC01921,CUST1978,PRD070,0.79,Similar,2025-08-20
REC01922,CUST1978,PRD154,0.626,Popular,2025-08-27
REC01923,CUST1595,PRD224,0.918,Popular,2025-09-04
REC01924,CUST1595,PRD102,0.753,Popular,2025-09-07
REC01925,CUST1595,PRD085,0.976,Category,2025-09-08
REC01926,CUST1595,PRD297,0.981,Popular,2025-08-17
REC01927,CUST1595,PRD160,0.537,Popular,2025-08-28
REC01928,CUST0241,PRD084,0.875,Similar,2025-09-02
REC01929,CUST0241,PRD050,0.996,Similar,2025-08-17
REC01930,CUST0241,PRD368,0.94,Popular,2025-08-21
REC01931,CUST1432,PRD371,0.63,Popular,2025-08-31
REC01932,CUST1432,PRD404,0.772,Category,2025-08-27
REC01933,CUST1432,PRD374,0.546,Seasonal,2025-08-16
REC01934,CUST1432,PRD408,0.662,Similar,2025-08-13
REC01935,CUST1432,PRD385,0.592,Seasonal,2025-08-27
REC01936,CUST1260,PRD101,0.663,Popular,2025-09-09
REC01937,CUST1260,PRD445,0.777,Seasonal,2025-08-13
REC01938,CUST1260,PRD031,0.704,Similar,2025-09-07
REC01939,CUST0805,PRD058,0.843,Popular,2025-08-26
REC01940,CUST0805,PRD068,0.76,Popular,2025-08-30
REC01941,CUST0805,PRD022,0.919,Popular,2025-08-25
REC01942,CUST0805,PRD353,0.612,Category,2025-08-20
REC01943,CUST1436,PRD383,0.917,Popular,2025-08-16
REC01944,CUST1436,PRD084,0.747,Category,2025-08-31
REC01945,CUST1436,PRD414,0.841,Popular,2025-09-09
REC01946,CUST1436,PRD103,0.939,Seasonal,2025-09-09
REC01947,CUST1436,PRD220,0.767,Similar,2025-08-31
REC01948,CUST1759,PRD017,0.769,Seasonal,2025-08-13
REC01949,CUST1759,PRD152,0.865,Category,2025-09-08
REC01950,CUST1759,PRD292,0.718,Popular,2025-08-31
REC01951,CUST1759,PRD300,0.634,Popular,2025-08-21
REC01952,CUST1240,PRD176,0.531,Similar,2025-09-09
REC01953,CUST1240,PRD016,0.867,Category,2025-08-19
REC01954,CUST1240,PRD411,0.728,Similar,2025-08-19
REC01955,CUST1240,PRD306,0.59,Popular,2025-09-05
REC01956,CUST0425,PRD257,0.844,Popular,2025-08-27
REC01957,CUST0425,PRD065,0.839,Similar,2025-08-30
REC01958,CUST0425,PRD210,0.529,Category,2025-08-15
REC01959,CUST0425,PRD263,0.814,Popular,2025-08-21
REC01960,CUST1926,PRD448,0.816,Similar,2025-08-31
REC01961,CUST1926,PRD381,0.517,Similar,2025-08-17
REC01962,CUST1926,PRD434,0.856,Popular,2025-08-20
REC01963,CUST1926,PRD191,0.95,Category,2025-08-28
REC01964,CUST1578,PRD483,0.638,Popular,2025-09-08
REC01965,CUST1578,PRD487,0.886,Similar,2025-08-19
REC01966,CUST1578,PRD244,0.68,Similar,2025-08-30
REC01967,CUST1345,PRD131,0.944,Category,2025-08-20
REC01968,CUST1345,PRD281,0.744,Popular,2025-08-29
REC01969,CUST1345,PRD325,0.735,Similar,2025-09-08
REC01970,CUST0561,PRD082,0.771,Similar,2025-08-24
REC01971,CUST0561,PRD321,0.636,Category,2025-09-08
REC01972,CUST0561,PRD219,0.518,Similar,2025-09-07
REC01973,CUST0561,PRD422,0.98,Similar,2025-08-22
REC01974,CUST0561,PRD130,0.506,Similar,2025-08-28
REC01975,CUST0657,PRD044,0.675,Category,2025-09-04
REC01976,CUST0657,PRD148,0.658,Popular,2025-08-20
REC01977,CUST0657,PRD317,0.714,Popular,2025-09-06
REC01978,CUST0657,PRD257,0.997,Category,2025-09-09
REC01979,CUST0657,PRD453,0.548,Similar,2025-08-20
REC01980,CUST1117,PRD382,0.957,Popular,2025-09-03
REC01981,CUST1117,PRD311,0.889,Popular,2025-08-11
REC01982,CUST1117,PRD463,0.819,Category,2025-08-12
REC01983,CUST0295,PRD180,0.885,Seasonal,2025-08-25
REC01984,CUST0295,PRD455,0.979,Popular,2025-08-12
REC01985,CUST0295,PRD462,0.969,Similar,2025-08-21
REC01986,CUST1699,PRD229,0.708,Similar,2025-08-24
REC01987,CUST1699,PRD042,0.925,Similar,2025-08-14
REC01988,CUST1699,PRD465,0.522,Popular,2025-08-17
REC01989,CUST1699,PRD360,0.911,Category,2025-08-16
REC01990,CUST0869,PRD064,0.612,Similar,2025-08-14
REC01991,CUST0869,PRD088,0.615,Similar,2025-09-09
REC01992,CUST0869,PRD182,0.816,Popular,2025-08-23
REC01993,CUST0869,PRD104,0.728,Similar,2025-09-08
REC01994,CUST0869,PRD350,0.842,Similar,2025-08-23
REC01995,CUST0186,PRD221,0.95,Similar,2025-08-21
REC01996,CUST0186,PRD186,0.948,Popular,2025-08-28
REC01997,CUST0186,PRD140,0.979,Popular,2025-08-25
REC01998,CUST1623,PRD218,0.95,Similar,2025-09-06
REC01999,CUST1623,PRD410,0.826,Popular,2025-08-17
REC02000,CUST1623,PRD269,0.921,Category,2025-08-15
REC02001,CUST1623,PRD438,0.95,Seasonal,2025-08-27
REC02002,CUST1623,PRD329,0.843,Similar,2025-08-12
REC02003,CUST1813,PRD285,0.528,Similar,2025-08-22
REC02004,CUST1813,PRD399,0.907,Seasonal,2025-08-12
REC02005,CUST1813,PRD460,0.835,Similar,2025-08-31
REC02006,CUST1813,PRD348,0.507,Seasonal,2025-08-18
REC02007,CUST1746,PRD124,0.781,Similar,2025-09-02
REC02008,CUST1746,PRD177,0.924,Popular,2025-09-04
REC02009,CUST1746,PRD407,0.617,Popular,2025-09-07
REC02010,CUST1746,PRD154,0.941,Popular,2025-09-06
REC02011,CUST1500,PRD027,0.731,Popular,2025-08-22
REC02012,CUST1500,PRD330,0.857,Seasonal,2025-09-02
REC02013,CUST1500,PRD018,0.795,Category,2025-09-09
REC02014,CUST0905,PRD092,0.986,Category,2025-08-21
REC02015,CUST0905,PRD314,0.957,Similar,2025-09-06
REC02016,CUST0905,PRD189,0.95,Similar,2025-08-18
REC02017,CUST0905,PRD012,0.949,Popular,2025-08-13
REC02018,CUST0905,PRD165,0.918,Seasonal,2025-08-13
REC02019,CUST0989,PRD075,0.732,Popular,2025-08-28
REC02020,CUST0989,PRD211,0.845,Similar,2025-08-21
REC02021,CUST0989,PRD226,0.849,Popular,2025-08-15
REC02022,CUST1811,PRD077,0.931,Similar,2025-09-06
REC02023,CUST1811,PRD477,0.934,Popular,2025-08-26
REC02024,CUST1811,PRD158,0.784,Popular,2025-08-24
REC02025,CUST0200,PRD383,0.508,Popular,2025-08-18
REC02026,CUST0200,PRD081,0.817,Popular,2025-08-26
REC02027,CUST0200,PRD264,0.95,Popular,2025-08-17
REC02028,CUST0200,PRD130,0.606,Popular,2025-09-02
REC02029,CUST0200,PRD092,0.833,Similar,2025-08-17
REC02030,CUST0670,PRD489,0.548,Popular,2025-08-24
REC02031,CUST0670,PRD448,0.582,Similar,2025-08-25
REC02032,CUST0670,PRD376,0.714,Popular,2025-08-22
REC02033,CUST0077,PRD151,0.905,Popular,2025-09-03
REC02034,CUST0077,PRD312,0.999,Seasonal,2025-08-20
REC02035,CUST0077,PRD481,0.937,Seasonal,2025-08-25
REC02036,CUST0077,PRD077,0.816,Similar,2025-09-04
REC02037,CUST0719,PRD056,0.743,Category,2025-09-01
REC02038,CUST0719,PRD307,0.804,Popular,2025-09-02
REC02039,CUST0719,PRD170,0.893,Similar,2025-09-01
REC02040,CUST0719,PRD065,0.786,Similar,2025-08-31
REC02041,CUST1273,PRD079,0.808,Seasonal,2025-09-08
REC02042,CUST1273,PRD424,0.858,Similar,2025-08-28
REC02043,CUST1273,PRD278,0.642,Popular,2025-08-30
REC02044,CUST1273,PRD233,0.818,Category,2025-08-15
REC02045,CUST1025,PRD171,0.659,Popular,2025-08-20
REC02046,CUST1025,PRD303,0.517,Seasonal,2025-09-08
REC02047,CUST1025,PRD470,0.568,Similar,2025-08-31
REC02048,CUST1025,PRD166,0.634,Category,2025-08-13
REC02049,CUST1025,PRD170,0.692,Popular,2025-09-07
